日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶)
2020/06/16,38.21,39.17,40.62
2020/06/15,37.02,38.94,39.62
2020/06/12,36.19,38.16,38.82
2020/06/11,36.38,37.79,37.48
2020/06/10,39.49,40.2,40.84
2020/06/09,38.93,39.71,40.17
2020/06/08,38.12,40.57,39.65
2020/06/05,39.44,41.28,40.82
2020/06/04,37.37,39.22,38.29
2020/06/03,37.28,37.91,37.65
2020/06/02,36.83,39.12,37.7
2020/06/01,35.44,37.76,37.02
2020/05/29,35.52,37.64,35.85
2020/05/28,33.62,35.74,34.12
2020/05/27,32.75,34.11,32.29
2020/05/26,34.6,36.1,33.76
2020/05/25,N/A,35.89,N/A
2020/05/22,33.34,35.4,33.79
2020/05/21,34.15,35.88,34.59
2020/05/20,33.06,35.25,34.8
2020/05/19,31.8,34.12,32.96
2020/05/18,31.33,35.49,34.08
2020/05/15,28.94,32.79,31.18
2020/05/14,26.9,32.46,29.68
2020/05/13,24.87,30.05,28.24
2020/05/12,25.26,29.38,26.17
2020/05/11,23.52,30.19,26.03
2020/05/08,24.23,31.1,24.07
2020/05/07,23.18,29.8,24.07
2020/05/06,23.38,29.72,24.33
2020/05/05,24.06,31.93,26.49
2020/05/04,19.97,28.21,21.13
2020/05/01,19.22,27.02,18.71
2020/04/30,18.73,29.13,17.71
2020/04/29,14.54,24.17,17.84
2020/04/28,11.9,21.57,16.08
2020/04/27,11.97,21.21,15.02
2020/04/24,15.49,21.87,16.2
2020/04/23,14.81,21.73,15.23
2020/04/22,13.59,20.68,14.24
2020/04/21,8.86,18.3,11.33
2020/04/20,-37.03,25.22,18.15
2020/04/17,18.26,26.98,19.66
2020/04/16,19.77,26.44,19.5
2020/04/15,19.91,24.67,20.1
2020/04/14,20.1,26.71,22.24
2020/04/13,22.31,30.65,N/A
2020/04/09,22.85,28.81,20.19
2020/04/08,24.92,31.27,25.97
2020/04/07,23.49,31.98,22.48
2020/04/06,26.16,33.18,22.69
2020/04/03,28.31,33.76,24.29
2020/04/02,25.13,27.88,19.89
2020/04/01,20.23,24.44,15.55
2020/03/31,20.46,26.55,14.73
2020/03/30,13.35,23.75,19.37
2020/03/27,14.73,24.66,22.18
2020/03/26,15.85,26.29,23.78
2020/03/25,20.25,26.67,25.05
2020/03/24,20.78,27.88,25.25
2020/03/23,23.28,27.38,24.88
2020/03/20,19.43,26.4,24.14
2020/03/19,25.04,28.36,25.32
2020/03/18,20.43,28.52,24.92
2020/03/17,26.91,29.34,26.98
2020/03/16,28.91,30.44,28.3
2020/03/13,31.67,33.3,32.78
2020/03/12,31.51,31.92,30.95
2020/03/11,33.08,35.02,34.95
2020/03/10,34.42,35.49,35.94
2020/03/09,31,33.62,34.36
2020/03/06,41.09,44.54,45.41
2020/03/05,45.85,50.14,50.34
2020/03/04,46.73,51.29,51.76
2020/03/03,47.22,51.03,51.71
2020/03/02,46.73,51.8,53.71
2020/02/28,44.78,49.43,51.66
2020/02/27,47.12,49.69,52.2
2020/02/26,48.64,51.61,53.61
2020/02/25,49.76,53.17,55.55
2020/02/24,51.33,54.47,56.62
2020/02/21,53.31,56.7,58.95
2020/02/20,53.72,57.42,59.27
2020/02/19,53.26,57.9,59.77
2020/02/18,52.05,55.93,58.03
2020/02/17,N/A,55.89,57.81
2020/02/14,51.98,55.94,57.53
2020/02/13,51.36,55.47,56.64
2020/02/12,51.08,55.42,56.27
2020/02/11,49.95,52.83,54.05
2020/02/10,49.54,52.15,53.19
2020/02/07,50.29,53.51,53.95
2020/02/06,50.89,54.74,55.42
2020/02/05,50.82,55.12,55.2
2020/02/04,49.54,52.68,52.98
2020/02/03,50.01,53.31,53.5
2020/01/31,51.53,55.93,57.83
2020/01/30,52.14,57.85,58.02
2020/01/29,53.26,58.41,59.06
2020/01/28,53.3,58.73,59.26
2020/01/27,53.06,58.43,58.55
2020/01/24,54.04,60.12,59.6
2020/01/23,55.46,61.81,61.69
2020/01/22,56.76,62.44,61.55
2020/01/21,58.25,63.97,63.58
2020/01/20,N/A,64.56,64.74
2020/01/17,58.55,64.16,64.34
2020/01/16,58.52,64.49,64.65
2020/01/15,57.81,64.23,63.75
2020/01/14,58.31,64.34,64.24
2020/01/13,58.14,64.32,64.28
2020/01/10,58.99,65.04,66.23
2020/01/09,59.53,65.18,66.43
2020/01/08,59.62,65.44,66.57
2020/01/07,62.67,69.35,70.51
2020/01/06,63.24,68.16,69.82
2020/01/03,62.97,67.95,69.72
2020/01/02,61.14,65.41,67.43
2019/12/31,61.11,64.99,67.48
2019/12/30,61.63,68.48,69.94
2019/12/27,61.73,67.29,68.91
2019/12/26,61.69,67.29,69.27
2019/12/25,N/A,66.71,N/A
2019/12/24,61.14,66.59,69.27
2019/12/23,60.46,66.02,67.67
2019/12/20,60.38,65.58,68.76
2019/12/19,61.25,65.76,69.47
2019/12/18,60.88,65.54,69.21
2019/12/17,60.83,65.02,68.75
2019/12/16,60.16,64.76,67.78
2019/12/13,60.06,64.63,67.77
2019/12/12,59.13,63.69,66.76
2019/12/11,58.69,62.95,65.89
2019/12/10,59.17,63.23,66.21
2019/12/09,58.94,63.14,66.28
2019/12/06,59.15,63.23,66.73
2019/12/05,58.37,62.44,65.33
2019/12/04,58.41,61.96,65.59
2019/12/03,56.1,60.13,63.04
2019/12/02,55.92,59.8,62.63
2019/11/29,N/A,60.19,64.49
2019/11/28,N/A,63.45,64.67
2019/11/27,58.07,63.07,65.29
2019/11/26,58.2,63.08,65.08
2019/11/25,57.74,62.52,64.75
2019/11/22,57.63,62.78,65.03
2019/11/21,58.31,62.87,65.41
2019/11/20,56.66,61.35,63.6
2019/11/19,54.88,59.45,61.41
2019/11/18,56.77,60.9,63.05
2019/11/15,57.49,61.96,63.3
2019/11/14,56.52,61.12,62.35
2019/11/13,56.83,61.4,62.65
2019/11/12,56.62,60.8,61.74
2019/11/11,56.56,60.65,62.13
2019/11/08,56.97,61,62.75
2019/11/07,56.86,60.58,62.31
2019/11/06,56.1,60.02,61.77
2019/11/05,56.99,61.07,62.8
2019/11/04,56.28,60.31,62
2019/11/01,55.99,60.08,61.45
2019/10/31,53.97,58.41,59.51
2019/10/30,54.8,60.09,59.97
2019/10/29,55.29,60.86,60.77
2019/10/28,55.55,60.78,60.75
2019/10/25,56.49,61.27,62.23
2019/10/24,56.08,60.77,61.77
2019/10/23,55.85,60.26,61.25
2019/10/22,54.16,58.75,59.8
2019/10/21,53.23,58.39,59.31
2019/10/18,53.7,58.7,59.78
2019/10/17,53.84,59.46,60.37
2019/10/16,53.37,58.59,59
2019/10/15,52.76,58.51,58.79
2019/10/14,53.52,58.18,59.22
2019/10/11,54.71,59.65,60.67
2019/10/10,53.52,58.55,59.96
2019/10/09,52.58,56.6,58.06
2019/10/08,52.59,57.08,57.91
2019/10/07,52.71,57.94,58.73
2019/10/04,52.79,57.46,59.08
2019/10/03,52.36,56.76,58.35
2019/10/02,52.62,56.75,58.04
2019/10/01,53.55,58.21,60.09
2019/09/30,54.04,59.55,61.34
2019/09/27,55.9,61,62.06
2019/09/26,56.22,62.01,63.35
2019/09/25,56.32,61.78,62.94
2019/09/24,57.17,61.71,62.96
2019/09/23,58.64,63.46,64.74
2019/09/20,57.87,63.7,64.6
2019/09/19,58.14,64.58,64.83
2019/09/18,58.14,62.28,63.88
2019/09/17,59.21,62.79,64.14
2019/09/16,63.05,66.52,68.99
2019/09/13,54.71,58.31,61.18
2019/09/12,55.08,58.3,61.26
2019/09/11,55.61,59.06,61.84
2019/09/10,57.32,61.17,63.91
2019/09/09,57.83,61.08,64.08
2019/09/06,56.4,59.78,62.12
2019/09/05,56.28,58.87,61.5
2019/09/04,56.17,58.41,60.75
2019/09/03,53.86,56.46,58.52
2019/09/02,N/A,57.07,58.94
2019/08/30,55.02,58.88,61.12
2019/08/29,56.62,60.12,60.95
2019/08/28,55.71,59.68,60.32
2019/08/27,54.94,59.49,59.91
2019/08/26,53.51,58.09,58.99
2019/08/23,54.05,58.63,58.99
2019/08/22,55.28,59.63,59.98
2019/08/21,55.6,60.27,60.44
2019/08/20,56.13,59.38,59.65
2019/08/19,56.19,58.89,60.11
2019/08/16,54.78,57.71,59.09
2019/08/15,54.46,57.48,57.62
2019/08/14,55.11,57.91,58.23
2019/08/13,57,59.64,59.89
2019/08/12,54.93,57.57,57.18
2019/08/09,54.36,57.73,57.37
2019/08/08,52.55,56.66,56.29
2019/08/07,51.09,56.71,56.39
2019/08/06,53.55,57.3,57.64
2019/08/05,54.58,58.15,58.54
2019/08/02,55.62,60.37,61.02
2019/08/01,53.59,59.5,60.14
2019/07/31,58.48,63.07,63.99
2019/07/30,58.04,63.97,63.31
2019/07/29,56.85,63.31,62.82
2019/07/26,56.03,62.76,62.7
2019/07/25,55.85,62.76,63.23
2019/07/24,55.87,62.48,62.95
2019/07/23,56.55,63.13,63.86
2019/07/22,55.84,61.99,62.34
2019/07/19,55.39,61.29,61.27
2019/07/18,55.05,61.03,61.39
2019/07/17,56.47,61.95,63.04
2019/07/16,57.41,62.67,63.63
2019/07/15,59.27,64.67,66.44
2019/07/12,59.96,65.1,66.67
2019/07/11,59.9,65.07,67.38
2019/07/10,60.25,65.48,67.49
2019/07/09,57.54,63.36,65.07
2019/07/08,57.32,62.45,64.25
2019/07/05,N/A,62.67,64.53
2019/07/04,N/A,61.54,63.51
2019/07/03,57.03,61.9,64.19
2019/07/02,55.97,61.14,62.56
2019/07/01,58.88,63.09,65.16
2019/06/28,58.17,63.57,67.28
2019/06/27,59.15,64.2,66.88
2019/06/26,59.14,63.91,66.62
2019/06/25,57.6,63.77,66.69
2019/06/24,57.68,62.81,65.63
2019/06/21,57.3,63.29,65.92
2019/06/20,56.83,63.1,66.23
2019/06/19,53.69,60.41,63.2
2019/06/18,53.81,60.08,63.03
2019/06/17,51.89,58.77,61.88
2019/06/14,52.42,59.63,63
2019/06/13,52.33,59.01,62.78
2019/06/12,51.08,58.03,60.7
2019/06/11,53.25,59.76,62.86
2019/06/10,53.28,60.31,63.71
2019/06/07,53.9,60.86,64.58
2019/06/06,52.54,59.46,64.08
2019/06/05,51.52,57.89,62.13
2019/06/04,53.45,59.45,63.28
2019/06/03,53.2,59.53,62.99
2019/05/31,53.44,61.01,66.44
2019/05/30,56.42,64.67,68.86
2019/05/29,58.79,67.43,71.61
2019/05/28,58.86,67.64,70.37
2019/05/27,N/A,67.6,N/A
2019/05/24,58.39,66.24,68.85
2019/05/23,57.62,65.65,68.75
2019/05/22,61.37,69.47,71.76
2019/05/21,62.97,70.79,72.85
2019/05/20,63.07,71.1,72.75
2019/05/17,62.72,71.17,73.61
2019/05/16,62.88,71.95,74.4
2019/05/15,61.98,70.8,72.86
2019/05/14,61.77,69.59,72.02
2019/05/13,60.92,68.95,71.45
2019/05/10,61.6,69.49,71.44
2019/05/09,61.53,68.47,70.58
2019/05/08,62.08,68.79,70.74
2019/05/07,61.36,69.56,71.23
2019/05/06,62.25,69.95,71.41
2019/05/03,61.93,70.12,71.41
2019/05/02,61.7,69.97,70.96
2019/05/01,63.5,71.23,72.38
2019/04/30,63.78,70.78,72.73
2019/04/29,63.36,71.85,71.33
2019/04/26,63.24,74.45,71.28
2019/04/25,65.18,73.41,74.1
2019/04/24,65.93,73.55,73.52
2019/04/23,66.19,73.55,74.17
2019/04/22,65.61,73.01,73.22
2019/04/18,63.97,71.33,70.87
2019/04/17,63.69,70.86,71
2019/04/16,63.96,71.31,71.56
2019/04/15,63.38,70.45,71.2
2019/04/12,63.81,70.33,71.54
2019/04/11,63.56,70.06,71.03
2019/04/10,64.57,70.53,71.76
2019/04/09,64,70.12,71.15
2019/04/08,64.32,70.46,71.35
2019/04/05,63.05,69.85,70.5
2019/04/04,62.07,69.04,69.58
2019/04/03,62.41,68.9,69.48
2019/04/02,62.48,68.93,69.64
2019/04/01,61.54,68.61,69.39
2019/03/29,60.14,68.39,68.38
2019/03/28,59.24,67.3,66.99
2019/03/27,59.34,67.12,67.1
2019/03/26,59.82,67.35,67.55
2019/03/25,58.66,67.19,67.66
2019/03/22,58.82,66.92,66.91
2019/03/21,59.93,67.64,68
2019/03/20,60.07,68.3,68.46
2019/03/19,59.07,67.6,67.29
2019/03/18,59.04,67.33,67.07
2019/03/15,58.46,67.23,66.42
2019/03/14,58.54,67.34,66.13
2019/03/13,58.22,67.87,66.4
2019/03/12,56.84,67.12,65.63
2019/03/11,56.74,67.15,65.65
2019/03/08,55.72,66.05,64.46
2019/03/07,56.55,66.36,65.03
2019/03/06,56.17,66.12,64.85
2019/03/05,56.5,66.49,64.14
2019/03/04,56.55,65.53,64.25
2019/03/01,55.71,65.12,63.69
2019/02/28,57.16,66.12,65.33
2019/02/27,56.87,66.48,65.52
2019/02/26,55.35,65.56,64.85
2019/02/25,55.29,64.87,63.89
2019/02/22,56.98,67.25,66.81
2019/02/21,56.9,67.18,66.75
2019/02/20,56.85,67.27,66.98
2019/02/19,56.07,66.17,66.08
2019/02/18,N/A,66.29,66.31
2019/02/15,55.53,66.26,66.03
2019/02/14,54.35,65.07,64.63
2019/02/13,53.79,64.05,63.27
2019/02/12,53.09,63.06,62.87
2019/02/11,52.38,61.59,61.49
2019/02/08,52.7,62.15,61.72
2019/02/07,52.63,61.64,61.28
2019/02/06,53.89,62.7,62.26
2019/02/05,53.64,62.18,61.65
2019/02/04,54.52,62.8,62.67
2019/02/01,55.24,62.75,62.57
2019/01/31,53.79,62.1,62.51
2019/01/30,54.13,61.63,61.55
2019/01/29,53.02,60.98,61.02
2019/01/28,51.74,59.68,59.93
2019/01/25,53.48,61.29,61.69
2019/01/24,52.84,60.7,61.22
2019/01/23,52.39,60.41,61.02
2019/01/22,52.54,60.82,61.3
2019/01/21,53.56,61.99,62.7
2019/01/18,53.55,62.01,62.17
2019/01/17,51.78,60.42,60.24
2019/01/16,52.03,60.18,60.09
2019/01/15,51.75,59.63,59.15
2019/01/14,50.26,58.33,57.75
2019/01/11,51.39,59.49,59.07
2019/01/10,52.37,60.14,60.49
2019/01/09,52.14,60,60.13
2019/01/08,49.53,57.49,57.54
2019/01/07,48.22,56.26,56.37
2019/01/04,47.71,55.57,55.86
2019/01/03,46.87,54.68,54.26
2019/01/02,46.26,53.26,52.83
2018/12/31,N/A,53.01,N/A
2018/12/28,45.1,51.23,50.56
2018/12/27,44.43,52.27,51.64
2018/12/26,45.99,53.09,52.52
2018/12/25,N/A,49.32,N/A
2018/12/24,42.25,48.81,50.78
2018/12/21,45.33,52.08,51.59
2018/12/20,45.59,53.38,52.79
2018/12/19,47.91,54.63,54.5
2018/12/18,46.07,54.42,54.49
2018/12/17,49.75,57.35,56.93
2018/12/14,51.21,58.42,58.55
2018/12/13,52.64,60,60.18
2018/12/12,50.99,58.6,59.13
2018/12/11,51.6,58.53,59.44
2018/12/10,51.02,57.79,59.4
2018/12/07,52.71,59.4,60.48
2018/12/06,51.49,58.22,58.12
2018/12/05,52.59,59.6,60.46
2018/12/04,53.16,60.14,60.78
2018/12/03,52.93,60.69,60.98
2018/11/30,50.73,57.37,57.51
2018/11/29,51.41,58.86,58.05
2018/11/28,50.01,58.3,57.42
2018/11/27,51.26,59.62,59.62
2018/11/26,51.36,59.19,59.36
2018/11/23,50.37,58.1,58.03
2018/11/22,53.97,61.54,60.95
2018/11/21,54.38,62.48,61.9
2018/11/20,53.34,61.47,60.55
2018/11/19,57.11,65.79,65.03
2018/11/16,56.44,65.33,64.92
2018/11/15,56.4,65.15,65.18
2018/11/14,56.11,64.47,64.22
2018/11/13,55.58,64.16,64.04
2018/11/12,59.8,67.84,68.14
2018/11/09,60.14,68.67,69.13
2018/11/08,60.66,69.45,68.58
2018/11/07,61.64,70.6,70.65
2018/11/06,62.11,70.19,70.75
2018/11/05,62.94,72.13,72.15
2018/11/02,63.07,71.2,71.22
2018/11/01,63.62,71.32,71.29
2018/10/31,65.26,73.87,74.64
2018/10/30,66.13,74.88,75.79
2018/10/29,66.95,75.52,77.19
2018/10/26,67.53,76.14,77.95
2018/10/25,67.15,74.96,76.9
2018/10/24,66.46,74.42,76.28
2018/10/23,66.44,74.63,77.39
2018/10/22,69.2,78.23,80.6
2018/10/19,69.11,77.89,80.12
2018/10/18,68.58,77.29,80.03
2018/10/17,69.58,78.24,80.2
2018/10/16,71.88,79.7,81.6
2018/10/15,71.79,78.62,80.89
2018/10/12,71.36,78.33,80.39
2018/10/11,70.92,78.69,80.86
2018/10/10,73.13,80.41,82.69
2018/10/09,74.9,82.74,85.17
2018/10/08,74.22,81.92,84.3
2018/10/05,74.21,82.3,84.36
2018/10/04,74.39,82.74,85.19
2018/10/03,76.35,83.93,86.47
2018/10/02,75.11,82.43,85.11
2018/10/01,75.32,82.76,85.39
2018/09/28,73.11,81.13,82.71
2018/09/27,72.13,79.74,81.64
2018/09/26,71.84,79.69,82.06
2018/09/25,73.02,79.15,81.36
2018/09/24,72.85,79.15,81.5
2018/09/21,70.75,76.58,78.83
2018/09/20,70.72,76.53,79.02
2018/09/19,71.03,77.3,79.66
2018/09/18,69.82,76.62,79.31
2018/09/17,68.81,75.66,77.84
2018/09/14,68.93,75.83,77.88
2018/09/13,68.55,76.2,77.87
2018/09/12,70.32,77.37,79.73
2018/09/11,69.24,77.47,79.22
2018/09/10,67.5,75.17,76.84
2018/09/07,67.68,74.56,75.96
2018/09/06,67.76,74.48,75.91
2018/09/05,68.64,74.99,76.51
2018/09/04,69.77,75.77,77
2018/09/03,70.2,75.96,77.49
2018/08/31,69.8,75.74,77.66
2018/08/30,70.25,75.67,77.77
2018/08/29,69.51,74.27,77.31
2018/08/28,68.53,75,75.9
2018/08/27,68.87,74.29,76.26
2018/08/24,68.72,74.07,75.6
2018/08/23,67.83,73.09,74.74
2018/08/22,67.86,71.17,74.88
2018/08/21,67.35,70.99,72.74
2018/08/20,66.43,70.79,72.07
2018/08/17,65.91,70.22,71.76
2018/08/16,65.46,69.55,71.31
2018/08/15,65.01,70.55,70.73
2018/08/14,67.04,72.81,72.2
2018/08/13,67.2,72.23,72.79
2018/08/10,67.63,70.44,72.93
2018/08/09,66.81,73.25,71.93
2018/08/08,66.94,73.25,72.21
2018/08/07,69.17,72.11,74.47
2018/08/06,69.01,72.11,73.63
2018/08/03,68.49,71.85,73.33
2018/08/02,68.96,71.15,73.33
2018/08/01,67.66,72.3,72.43
2018/07/31,68.76,73.63,74.04
2018/07/30,70.13,73.38,75.47
2018/07/27,68.69,73.38,74.33
2018/07/26,69.61,73.44,74.31
2018/07/25,69.3,72.53,74.33
2018/07/24,68.52,71.58,73.65
2018/07/23,67.89,71.43,72.9
2018/07/20,70.46,71.48,72.97
2018/07/19,69.46,70.39,72.54
2018/07/18,68.76,69.59,73
2018/07/17,68.08,70.41,71.63
2018/07/16,68.06,72.98,71.91
2018/07/13,71.01,71.53,74.82
2018/07/12,70.33,72.54,74.39
2018/07/11,70.38,74.69,74
2018/07/10,74.11,76.03,78.83
2018/07/09,73.85,74.73,78.17
2018/07/06,73.8,74.17,77.1
2018/07/05,72.94,74.83,77.5
2018/07/04,74.14,75.03,78.24
2018/07/03,74.14,74.87,77.84
2018/07/02,73.94,75.58,77.42
2018/06/29,74.15,75.83,79.21
2018/06/28,73.45,75.13,77.46
2018/06/27,72.76,74.34,77.19
2018/06/26,70.53,72.98,76.53
2018/06/25,68.08,72.74,74.79
2018/06/22,68.58,71.73,75.78
2018/06/21,65.54,71.22,73.05
2018/06/20,66.22,72.68,74.19
2018/06/19,65.07,71.98,74.89
2018/06/18,65.85,70.92,75.33
2018/06/15,65.06,74.3,73.04
2018/06/14,66.89,74.3,75.93
2018/06/13,66.64,73.38,74.89
2018/06/12,66.36,74.76,75.45
2018/06/11,66.1,74.38,76.36
2018/06/08,65.74,74.79,76.36
2018/06/07,65.95,73.54,77.29
2018/06/06,64.73,73.73,75.73
2018/06/05,65.54,73.58,75.02
2018/06/04,64.94,74.39,75.41
2018/06/01,65.81,75.04,76.57
2018/05/31,67.04,75.43,77.62
2018/05/30,68.21,73.53,77.71
2018/05/29,66.73,73.18,75.38
2018/05/28,67.02,73.18,75.29
2018/05/25,67.88,75.73,76.13
2018/05/24,70.71,77.03,78.78
2018/05/23,71.84,76.58,79.7
2018/05/22,72.13,77.27,79.37
2018/05/21,72.48,76.43,79.49
2018/05/18,71.28,77.03,78.62
2018/05/17,71.49,76.8,79.48
2018/05/16,71.49,75.1,79.25
2018/05/15,71.31,75.35,78.05
2018/05/14,70.96,73.75,78.39
2018/05/11,70.7,73.65,77.3
2018/05/10,71.36,73.68,77.2
2018/05/09,71.14,69.93,77.02
2018/05/08,69.06,70.06,75.82
2018/05/07,70.73,70.18,75.53
2018/05/04,69.72,70.13,74.85
2018/05/03,68.43,70.2,73.62
2018/05/02,67.93,70.08,73.08
2018/05/01,67.25,70.73,73.43
2018/04/30,68.57,70.73,74.86
2018/04/27,68.1,71.15,73.85
2018/04/26,68.19,71.36,74.1
2018/04/25,68.05,70.79,73.54
2018/04/24,67.65,71.67,73.4
2018/04/23,68.59,70.56,74.58
2018/04/20,68.38,70.84,73.65
2018/04/19,68.29,71,73.68
2018/04/18,68.47,69.2,73.92
2018/04/17,66.52,68.46,71.87
2018/04/16,66.22,68.4,71.82
2018/04/13,67.39,68.91,72.85
2018/04/12,67.07,68.97,72.23
2018/04/11,66.82,67.83,72.05
2018/04/10,65.51,66.74,71.01
2018/04/09,63.42,64.67,68.51
2018/04/06,62.06,65.34,66.87
2018/04/05,63.54,65.21,68.35
2018/04/04,63.37,63.85,67.98
2018/04/03,63.51,64.83,67.96
2018/04/02,63.01,66.5,67.1
2018/03/30,64.94,66.25,69.2
2018/03/29,64.94,66.25,69.2
2018/03/28,64.38,66.45,68.85
2018/03/27,65.25,67.03,68.91
2018/03/26,65.55,67.09,69.54
2018/03/23,65.83,66.09,69.89
2018/03/22,64.2,66.01,68.47
2018/03/21,65.12,64.58,69.23
2018/03/20,63.4,63.47,66.92
2018/03/19,62.06,62.91,65.51
2018/03/16,62.34,62.29,65.48
2018/03/15,61.19,61.75,64.52
2018/03/14,60.96,61.46,64.51
2018/03/13,60.71,61.55,64.51
2018/03/12,61.36,61.52,64.74
2018/03/09,62.04,60.46,65.33
2018/03/08,60.12,60.66,63.59
2018/03/07,61.15,61.5,64.34
2018/03/06,62.6,61.9,65.37
2018/03/05,62.57,61.44,65.47
2018/03/02,61.25,60.25,64.41
2018/03/01,60.99,61.57,64.02
2018/02/28,61.64,63.29,64.47
2018/02/27,63.01,64.13,66.33
2018/02/26,63.91,63.95,67.29
2018/02/23,63.48,62.88,67.1
2018/02/22,62.72,61.85,66.04
2018/02/21,61.63,61.61,64.94
2018/02/20,61.9,62.15,64.8
2018/02/16,61.68,61.91,64.82
2018/02/15,61.34,61.91,64.3
2018/02/14,60.6,59.13,64.2
2018/02/13,59.19,59.11,62.31
2018/02/12,59.29,60.92,62.51
2018/02/09,59.2,61.3,62.42
2018/02/08,61.15,62.21,64.14
2018/02/07,61.79,63.81,65.36
2018/02/06,63.39,64.21,67.17
2018/02/05,64.15,65.19,66.84
2018/02/02,65.45,66.78,68.03
2018/02/01,65.8,66.35,69.94
2018/01/31,64.73,65.75,68.88
2018/01/30,64.5,66.15,68.02
2018/01/29,65.56,67.32,69.17
2018/01/26,66.14,67.41,70.31
2018/01/25,65.61,67.63,69.86
2018/01/24,65.71,66.76,70.4
2018/01/23,64.52,66.56,69.63
2018/01/22,63.49,65.78,69.14
2018/01/19,63.37,65.8,68.68
2018/01/18,63.95,66.31,69.13
2018/01/17,63.97,66.06,69.4
2018/01/16,63.73,66.84,69.32
2018/01/15,64.3,66.29,70.08
2018/01/12,64.3,66.29,70.08
2018/01/11,63.8,66.41,69.34
2018/01/10,63.57,66.31,69.32
2018/01/09,62.96,65.16,69.42
2018/01/08,61.73,64.9,68.24
2018/01/05,61.44,64.79,68.07
2018/01/04,62.01,65.26,68.36
2018/01/03,61.63,64.05,68.29
2018/01/02,60.37,64.12,66.68
2017/12/29,58.42,62.21,64.7
2017/12/28,58.42,62.21,64.7
2017/12/27,58.42,62.21,64.7
2017/12/26,58.42,62.21,64.7
2017/12/25,58.42,62.21,64.7
2017/12/22,58.42,62.21,64.7
2017/12/21,58.33,61.75,64.5
2017/12/20,58.02,61.3,64.32
2017/12/19,57.46,61.04,63.97
2017/12/18,57.16,61.29,63.56
2017/12/15,57.3,61.03,63.83
2017/12/14,57.04,59.99,64.04
2017/12/13,56.6,61.33,63.29
2017/12/12,57.14,62.22,64.84
2017/12/11,57.99,60.96,65.12
2017/12/08,57.36,60.17,63.66
2017/12/07,56.69,59.45,62.31
2017/12/06,55.96,60.28,61.3
2017/12/05,57.62,59.95,62.6
2017/12/04,57.47,60.71,62.4
2017/12/01,58.36,60.57,63.67
2017/11/30,57.4,60.86,62.78
2017/11/29,57.3,60.6,62.72
2017/11/28,57.99,60.74,63.08
2017/11/27,58.11,61.39,63.47
2017/11/24,58.85,61.1,63.48
2017/11/23,57.97,60.79,63.14
2017/11/22,57.97,60.79,63.14
2017/11/21,56.72,60.47,62.42
2017/11/20,56.09,60.24,62
2017/11/17,56.55,59.27,62.32
2017/11/16,55.14,59.65,61.07
2017/11/15,55.33,59.62,61.57
2017/11/14,55.7,61.27,61
2017/11/13,56.76,61.58,62.82
2017/11/10,56.74,62.05,63.49
2017/11/09,57.17,61.52,63.62
2017/11/08,56.81,61.7,63.45
2017/11/07,57.2,61.9,63.63
2017/11/06,57.35,60.4,64.06
2017/11/03,55.64,59.07,62.07
2017/11/02,54.54,58.52,60.7
2017/11/01,54.3,59.41,60.49
2017/10/31,54.38,58.79,60.96
2017/10/30,54.15,58.6,60.56
2017/10/27,53.9,57.19,60.3
2017/10/26,52.64,56.28,59.26
2017/10/25,51.88,56.03,58.23
2017/10/24,52.29,55.12,58.13
2017/10/23,51.72,55.54,57.35
2017/10/20,51.47,54.73,58.17
2017/10/19,51.29,55.63,57.55
2017/10/18,52.04,56.29,58.47
2017/10/17,51.88,56.22,58.17
2017/10/16,51.87,55.97,57.89
2017/10/13,51.45,55.53,57.07
2017/10/12,50.6,55.02,56.29
2017/10/11,51.3,54.95,56.57
2017/10/10,50.92,54.16,56.53
2017/10/09,49.58,53.41,55.65
2017/10/06,49.29,55.1,55.72
2017/10/05,50.79,54.62,57.12
2017/10/04,49.98,53.97,55.79
2017/10/03,50.42,54.58,55.75
2017/10/02,50.58,55.12,55.97
2017/09/29,51.67,55.82,56.53
2017/09/28,51.56,56.74,57.35
2017/09/27,52.14,56.44,57.52
2017/09/26,51.88,56.97,57.94
2017/09/25,51.92,55.59,58.86
2017/09/22,50.31,54.98,56.64
2017/09/21,50.2,54.66,55.98
2017/09/20,50.41,54.17,55.68
2017/09/19,49.48,54.21,54.9
2017/09/18,49.91,54.35,55.08
2017/09/15,49.89,54.21,55.3
2017/09/14,49.89,53.77,55.09
2017/09/13,49.3,53.05,54.9
2017/09/12,48.23,52.12,54.1
2017/09/11,48.07,52.25,53.76
2017/09/08,47.48,53.18,53.58
2017/09/07,49.09,53.18,54.27
2017/09/06,49.16,52.4,53.83
2017/09/05,48.66,51.15,52.9
2017/09/04,47.29,50.86,52.43
2017/09/01,47.29,50.86,52.43
2017/08/31,47.23,49.67,52.47
2017/08/30,45.96,50.1,50.31
2017/08/29,46.44,50.23,51.35
2017/08/28,46.57,50.77,51.32
2017/08/25,47.62,50.77,51.7
2017/08/24,47.23,50.85,51.52
2017/08/23,48.26,49.93,51.83
2017/08/22,47.64,50.19,51.14
2017/08/21,47.37,50.94,51.24
2017/08/18,48.51,49.36,52.47
2017/08/17,47.09,50.36,50.34
2017/08/16,46.78,49.75,49.94
2017/08/15,47.55,49.45,50.52
2017/08/14,47.59,50.29,50.31
